array_id,avg_samp_frac,true_corr_uz1,true_corr_z1z2,is_u_latent,true_mean_y,n_sim,pop_size,seed,true_log_or_samp_z2,true_log_or_samp_y,true_baseline_log_odds_samp,sim_id,mean_y,var_y,bar_s,AUC_selection,pR2_selection,CV_selection,RInd,mean_yhat,n_samp,mean_yhat_samp,var_yhat_samp,cor_yhaty_samp,mean_y_samp,var_y_samp,cor_yinv_propensity_samp,var_inv_propensity_samp,FMI,SMUB0,SMUB50,SMUB100,eb,steb
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,1,0.01361846803715737,2.233817365073236,0.242,0.598912863341983,0.0349652586522428,0.2728942080289429,0.8679192033139915,-0.17985531716644163,2420,-0.4158326869170293,1.2116366020594294,0.7464086626360156,-0.4158326869170298,2.174798587180039,0.5852543235267266,1.3420514784377726,0.6907379109066486,-0.1600150512643705,-0.2143799493152472,-0.2872152482235983,-0.4294511549541872,-0.2873359351929676
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,2,0.009810402646306216,2.2611729824910087,0.2471,0.6039211984804043,0.037822562689087603,0.28075789888535513,0.8612494463708573,-0.16799764279810625,2471,-0.3930606934457887,1.1887869937699225,0.7411324578854818,-0.3930606934457887,2.1642746754691977,0.523164582455887,1.412578887621015,0.541225538848016,-0.15298470465616862,-0.20642019254243416,-0.2785199735164342,-0.4028710960920949,-0.2679163490146728
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,3,-0.007641303876204386,2.2813923271495957,0.2536,0.6153010792497997,0.04609137531292588,0.3061871223476133,0.8447018915452897,-0.2117639315233666,2536,-0.4736654697751436,1.2720813151892996,0.7521318219425823,-0.4736654697751433,2.248676318989005,0.5487718275460839,1.7299554822962668,0.6498379313153411,-0.17465240729821174,-0.23220983636502043,-0.3087355561758791,-0.4660241658989389,-0.30853785045761184
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,4,0.0013208578686756615,2.2481798914276787,0.2481,0.6052663361644254,0.038003001059510176,0.2809134390718447,0.8606107515325505,-0.16288489579207513,2481,-0.37341363285139345,1.2569691396554206,0.7399767731296465,-0.37341363285139306,2.2955588933842894,0.4853259467079426,1.425896827376319,0.6304433735776649,-0.13895275617225322,-0.18777988879916943,-0.25376457156212623,-0.3747344907200687,-0.24992410070882556
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,5,0.012110087505719114,2.29184446394297,0.2528,0.6069311187928604,0.040571477358473815,0.28693394116674126,0.8549261993460953,-0.14498103344429017,2528,-0.3828256653743472,1.2000310673611954,0.7392416601928619,-0.38282566537434715,2.195935714781638,0.5284708780073364,1.372526707501395,0.622870685625394,-0.16050314361485601,-0.21711863962453376,-0.2937045506443581,-0.39493575288006627,-0.26087585234982635
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,6,-0.01806475580475834,2.320873420676789,0.2493,0.5948136065117136,0.03182471873345542,0.2559727582777192,0.8723719827227292,-0.2053464633583182,2493,-0.40995404868929913,1.2269963081905295,0.7423094379418903,-0.4099540486892988,2.226759384765474,0.5076557551990224,1.1236375650586572,0.566676097086389,-0.13711503675659356,-0.18471412290911385,-0.24883709335724988,-0.39188929288454044,-0.2572395081309448
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,7,-0.02996954546029087,2.2913475695678995,0.2486,0.6085059832533575,0.0400089197426336,0.2882935839452096,0.8566604300624415,-0.2290927772719592,2486,-0.4621901389849792,1.2943547534650253,0.7574490922563092,-0.46219013898498007,2.2560380704761704,0.5386870724965551,1.495000746475107,0.6199595270645522,-0.15519014753600835,-0.204885251197178,-0.2704937576555283,-0.4322205935246892,-0.28553540721277676
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,8,0.018089755968878695,2.287305627617349,0.2497,0.5915605990950302,0.028263977929422916,0.2408047916796697,0.879742087035173,-0.15860342314782214,2497,-0.3632011281602984,1.2219976196559115,0.7467017885031776,-0.3632011281602981,2.1916741071912877,0.5435740923462469,0.9316055035677646,0.5519750260334761,-0.13820150404157053,-0.18508259410842753,-0.24786681505000824,-0.3812908841291768,-0.2521124675423033
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,9,0.002897994280525513,2.326357606601117,0.2449,0.601999881140354,0.03586388398346509,0.2746704122202186,0.8654664320945368,-0.18723549766252987,2449,-0.4024128709867462,1.203738182047374,0.7358474403608156,-0.4024128709867463,2.223087052609123,0.49470625179122124,1.3641966173418418,0.7356795003574379,-0.14431729067840032,-0.19612392836161224,-0.26652797523552546,-0.4053108652672718,-0.26573576449756514
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,10,-0.019963946661172922,2.358171516504453,0.2459,0.6090085059745777,0.04013113549215838,0.29029328966710544,0.8572337601417173,-0.22346011639327185,2459,-0.4667782530763841,1.231551288136286,0.7453258420275286,-0.4667782530763836,2.216971672918921,0.5403613171497813,1.436808624547982,0.536626647916948,-0.1634159375780954,-0.21925435609954286,-0.2941724863626085,-0.4468143064152107,-0.2909640783959018
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,11,-0.003120025806304256,2.234628383764379,0.2549,0.6044842256712734,0.037155736628705964,0.27326829137777553,0.8606878250556099,-0.21149235169293584,2549,-0.4241749450333308,1.22751760122499,0.7397912154347361,-0.42417494503333186,2.242897299697939,0.5107405756007944,1.3264824745404593,0.5576178061742841,-0.142012722471356,-0.19196324518114566,-0.2594830016578921,-0.4210549192270276,-0.28166707915614464
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,12,0.013481436892938093,2.309799289685403,0.2567,0.6077949117819749,0.040285823269835215,0.2839141054290212,0.8542384982727403,-0.18746909799834266,2567,-0.43613899063494893,1.1683797404462408,0.7370448044358913,-0.43613899063494854,2.150781238981831,0.5703907925636483,1.3186929185396101,0.6600457558873946,-0.16956065560220818,-0.23005474644378515,-0.3121312911497438,-0.4496204275278866,-0.2958413751305828
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,13,-0.013444812989766413,2.310920306531677,0.2553,0.5970366855666451,0.03389365790609302,0.2611036131586646,0.8666804951211858,-0.17282367263203174,2553,-0.4063689778899061,1.24439780123698,0.7509724989126,-0.40636897788990567,2.2065367688590394,0.5698499465677096,1.1233084880372508,0.5411855259634953,-0.15722281111665734,-0.20935894635864064,-0.27878377259059434,-0.39292416490013926,-0.2584736373237112
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,14,-0.007259904769145299,2.2426649556805622,0.2434,0.5875807818613349,0.026490174163000427,0.2363310736535719,0.8849540333454412,-0.19986512822742683,2434,-0.39560446871016614,1.2186092275221219,0.7400486739674066,-0.3956044687101661,2.2250710988935887,0.5479022846455204,1.0471640631069832,0.5058843370243916,-0.131221855449279,-0.17731516867099786,-0.2395993330011794,-0.3883445639410208,-0.25931941421955323
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,15,-0.0337403575834532,2.3423606618716133,0.2463,0.5994459273619477,0.032878077214299875,0.2621257038488003,0.870876878284081,-0.20686832714028291,2463,-0.4493489971819742,1.2916686179579153,0.7471502956178531,-0.4493489971819742,2.3138497945965826,0.5898343393254228,1.2777040201471712,0.6599305934158338,-0.15940779040873107,-0.21335438310562324,-0.28555751681686836,-0.415608639598521,-0.27155492526414066
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,16,0.009862996105889954,2.292320991196084,0.259,0.6092082597345755,0.041319427708876824,0.2860200630347346,0.8518416073480073,-0.1692710965254765,2590,-0.4164217385292106,1.1898818926438248,0.7389653058082973,-0.4164217385292107,2.1789926123287535,0.5607707263340147,1.3848032699852808,0.5888526222239407,-0.1674302262195629,-0.22657386605778987,-0.30660961249047836,-0.4262847346351007,-0.2815542355789269
227,0.25,0.75,0,FALSE,0,167,1e4,227,0.25,-0.25,NA,17,-0.001236003644759904,2.239473570780329,0.2478,0.6104472347887144,0.04281753815906718,0.2986792272668612,0.851974574966543,-0.1930674635348401,2478,-0.44834095216187136,1.1995993007963948,0.7340955355676518,-0.4483409521618701,2.226030129006455,0.5502428681773263,1.5977068654905477,0.678145967259738,-0.1710961331931894,-0.23307066301784057,-0.31749363907739164,-0.4471049485171102,-0.2987696689623523
