FINALVOTE_STATE_WEIGHT,state,male,age1,age2,age3,age4,age5,age6,hsless,somecoll,coll,postcoll,white,black,hisp,other,lib,noideo,demparty
0.1657402195,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.1930773077,FL,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.1488755651,FL,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0.0667402691,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
0.7431579103,FL,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
0.143980059,FL,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
0.3265156269,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0.5372579935,FL,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0.1997464059,FL,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0.2109987016,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0.6535443679,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
0.4529113224,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.0280154353,FL,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3.2733565498,FL,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.3090086355,FL,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0.5482081231,FL,1,,,,,,,0,0,1,0,,,,,0,0,0
0.4471254019,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
3.3864948479,FL,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3.3110416144,FL,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0.1378995271,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.0141706559,FL,,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1223698376,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
5.8532310445,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2.8787478624,FL,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
4.3204630902,FL,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
0.6929575433,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1.0774461181,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.1707422106,FL,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.3987898183,FL,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0.7528174821,FL,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1.4758682542,FL,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1.5763117223,FL,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2.8541193191,FL,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0.2154917365,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.8380888191,FL,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3.4751042818,FL,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5.13966938,FL,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
3.0393984181,FL,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0.2684328691,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.2112772266,FL,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3.6194276015,FL,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2.2007826493,FL,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.5026784306,FL,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2.270472218,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0.4845151321,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.2242903205,FL,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
0.691444926,FL,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0.5054630085,FL,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0.4357066215,FL,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1.049443302,FL,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0.0590323119,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
0.2252673876,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1.529112913,FL,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
4.7793671058,FL,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
0.8706371634,FL,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.3179648701,FL,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0.2614141046,FL,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
0.1367999204,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
0.3949385621,FL,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0.1098042002,FL,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
0.9066478849,FL,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
0.3377491296,FL,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1.0195348569,FL,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.3809840649,FL,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.2130855653,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0.607126457,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.4699815157,FL,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1.5941860733,FL,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
1.6361557121,FL,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
3.3908245104,FL,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.0599625764,FL,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.5226163689,FL,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
0.0740832029,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
3.0960403701,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0.047958161,FL,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0.0056319852,FL,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.2410564381,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1.7477981705,FL,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1.3936950011,FL,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
1.0908688956,FL,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
0.1965839753,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1.3525273068,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
2.7862734804,FL,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.2754988789,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.1847195167,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1.1800201787,FL,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.6216915323,FL,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0.2275597398,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
1.3967657606,FL,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0.452773202,FL,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
0.1376073142,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0.4722343429,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1.2047677329,FL,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
0.4929198289,FL,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
0.4226361803,FL,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1.305417511,FL,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.3572715046,FL,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1.1052616427,FL,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
3.3755728348,FL,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
0.4656128833,FL,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.136857542,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
0.7110282169,FL,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.3137648734,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.1049422878,FL,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.3167991042,FL,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
1.0418884778,FL,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.0999498403,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0.4002825298,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.790043145,FL,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0.0222587752,FL,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0.3136177964,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0.1821260418,FL,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2.0799708269,FL,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1341579691,FL,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
0.5791540558,FL,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0.2941182804,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
2.310340863,FL,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0.421478575,FL,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0.9913452842,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2.2173549904,FL,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.0386891472,FL,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.3085452161,FL,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.5010130492,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2.9269931515,FL,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.2552214158,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0.2338615897,FL,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
0.2074030808,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.5339961458,FL,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2.0042541972,FL,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.7450284362,FL,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
0.4086486079,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
0.7649397879,FL,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
4.2418288227,FL,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.1185448813,FL,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
0.1551332338,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
4.2577116847,FL,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.7992435382,FL,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.5681768114,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.9954017052,FL,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.327265986,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.1545320974,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0.5905314374,FL,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.3651424724,FL,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
0.2248455333,FL,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.242198325,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.288028008,FL,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0.1698002201,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0.2060722932,FL,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0.6340886761,FL,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
0.4726450386,FL,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0.4693700213,FL,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
0.5530426905,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2.6376842002,FL,1,,,,,,,0,0,1,0,0,0,1,0,1,0,1
1.6517081479,FL,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.2320744825,FL,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
0.3136009532,FL,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0.6876216372,FL,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
1.4525107703,FL,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
0.8345283696,FL,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1.3733726872,FL,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2.3946260503,FL,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.0163944732,FL,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.1922050055,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.1232223184,FL,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.7183082252,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.0742245596,FL,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.2170550285,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2.6602792079,FL,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0.21049556,FL,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0.0590323119,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
2.1170929035,FL,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.8784619757,FL,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.319868847,FL,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0.0879986458,FL,,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
2.3138588081,FL,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0.3174463131,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1.0415344595,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.8414802952,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.1371807114,FL,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0.9529230752,FL,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1812401,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0.6575769112,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1.0786789249,FL,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0.4865716069,FL,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
2.197819291,FL,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0.424518813,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
0.3498203002,FL,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
0.1046996732,FL,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.1310938283,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
0.7813993773,FL,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
0.2422404817,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0.1612586972,FL,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0.0683551658,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2.6988796477,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0.1307472597,FL,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1.4632740475,FL,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4618460502,FL,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
0.4922502984,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1.5147703171,FL,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1.5028451266,FL,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0.1767024928,FL,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
5.0656847216,FL,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2.7477048958,FL,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
0.1471819983,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0.3297562954,FL,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1.6346904256,FL,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0.075957477,FL,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.1457705668,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
0.7328281625,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0.4012261319,FL,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2.4301183583,FL,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0.5797026189,FL,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0.6547059558,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1.7177747277,FL,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2991252885,FL,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
0.2392203147,FL,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0.0515755102,FL,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0.281713185,FL,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1765799909,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.1830565329,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0.0880907268,FL,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
1.140925924,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.0790439898,FL,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1.5193431715,FL,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0.4852960305,FL,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0.4002825298,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1.664873629,FL,0,,,,,,,0,0,1,0,1,0,0,0,0,0,0
0.2453205213,FL,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.4898408232,FL,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0.1468232772,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0.1847195167,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
0.5659680653,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2.0586341502,FL,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0.1148765069,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0.5589302163,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1.7090200589,FL,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
0.6548526244,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.2277501337,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.0930735473,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.0658141945,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
0.2863746187,FL,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
0.1554423167,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
0.4095268377,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0.1063541929,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0.7505133731,FL,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.4345666976,FL,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0.0288489427,FL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
1.4047528623,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0.2816883368,FL,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0.1873985215,FL,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0.3811857199,FL,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2.7992924757,FL,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
0.2057697707,FL,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0.6253847507,FL,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0.534945721,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0.0565671225,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
0.1483060998,FL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3.3504502312,FL,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1.0045588964,FL,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0.2684155765,FL,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
1.0748513997,FL,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0.3124933382,FL,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2.7057564596,FL,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.8595322491,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.1960259327,FL,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
0.0899216164,FL,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1.5909595618,FL,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.0860026857,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
0.7015296082,FL,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0.4129988495,FL,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1.4776354083,FL,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
3.5121831271,FL,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2.0113655951,FL,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0.5246636847,FL,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2.1215570107,FL,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.6663127082,FL,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.6216551982,FL,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0.2692965299,FL,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
1.2042143266,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.2677010869,FL,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1366806301,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1.2157199284,FL,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
5.220131626,FL,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1.722101918,FL,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.4008295966,FL,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0.2141093362,FL,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.1875812794,FL,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
0.1173588127,FL,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1.3424216728,FL,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0.2137371507,FL,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
0.2773811643,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1.0328494303,FL,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.2060722932,FL,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0.7292609435,FL,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.1316855434,FL,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
0.406990174,FL,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0.2479305528,FL,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0.1318610779,FL,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
0.0828775087,FL,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
6.0813482871,FL,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.197921716,FL,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
1.1313012625,FL,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.5664942681,FL,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
