type,state,variable,level,likely,Frequency,WgtFreq,pct,pctSE,pctLB,pctUB
ABC Weighted,AZ,age3,0,1,575,493.3858886,0.8490172914,0.019805929,0.8101247179,0.887909865
ABC Weighted,AZ,age3,1,1,54,87.7399537,0.1509827086,0.019805929,0.112090135,0.1898752821
ABC Weighted,AZ,age4,0,1,540,493.6809818,0.8495250871,0.0159841818,0.8181372149,0.8809129593
ABC Weighted,AZ,age4,1,1,89,87.4448605,0.1504749129,0.0159841818,0.1190870407,0.1818627851
ABC Weighted,AZ,age5,0,1,475,444.8633659,0.765519847,0.0185571043,0.7290795697,0.8019601244
ABC Weighted,AZ,age5,1,1,154,136.2624764,0.234480153,0.0185571043,0.1980398756,0.2709204303
ABC Weighted,AZ,age6,0,1,361,424.7857488,0.7309703301,0.0181884829,0.6952539085,0.7666867518
ABC Weighted,AZ,age6,1,1,268,156.3400935,0.2690296699,0.0181884829,0.2333132482,0.3047460915
ABC Weighted,AZ,hsless,0,1,503,412.6557302,0.7100970223,0.0237653434,0.6634294124,0.7567646322
ABC Weighted,AZ,hsless,1,1,126,168.4701121,0.2899029777,0.0237653434,0.2432353678,0.3365705876
ABC Weighted,AZ,somecoll,0,1,396,347.0828092,0.5972592921,0.0233214444,0.5514633594,0.6430552248
ABC Weighted,AZ,somecoll,1,1,233,234.0430331,0.4027407079,0.0233214444,0.3569447752,0.4485366406
ABC Weighted,AZ,coll,0,1,453,463.8640007,0.7982160953,0.0161415753,0.7665191522,0.8299130383
ABC Weighted,AZ,coll,1,1,176,117.2618416,0.2017839047,0.0161415753,0.1700869617,0.2334808478
ABC Weighted,AZ,postcoll,0,1,536,519.9741418,0.8947702958,0.0119964391,0.8712130877,0.9183275038
ABC Weighted,AZ,postcoll,1,1,93,61.1517005,0.1052297042,0.0119964391,0.0816724962,0.1287869123
ABC Weighted,AZ,white,0,1,167,194.9564885,0.3354806727,0.0239833376,0.2883849913,0.3825763541
ABC Weighted,AZ,white,1,1,462,386.1693538,0.6645193273,0.0239833376,0.6174236459,0.7116150087
ABC Weighted,AZ,black,0,1,606,556.2777151,0.9572414004,0.0098512641,0.9378966369,0.9765861639
ABC Weighted,AZ,black,1,1,23,24.8481272,0.0427585996,0.0098512641,0.0234138361,0.0621033631
ABC Weighted,AZ,hisp,0,1,535,464.1957592,0.7987869845,0.0210582252,0.7574352976,0.8401386714
ABC Weighted,AZ,hisp,1,1,94,116.9300831,0.2012130155,0.0210582252,0.1598613286,0.2425647024
ABC Weighted,AZ,other,0,1,589,529.9391141,0.911917997,0.0159163286,0.880663367,0.9431726269
ABC Weighted,AZ,other,1,1,40,51.1867282,0.088082003,0.0159163286,0.0568273731,0.119336633
ABC Weighted,AZ,lib,0,1,509,463.1494941,0.796986574,0.0190605009,0.7595577851,0.8344153629
ABC Weighted,AZ,lib,1,1,120,117.9763482,0.203013426,0.0190605009,0.1655846371,0.2404422149
ABC Weighted,AZ,noideo,0,1,618,571.9795279,0.9842610434,0.0057156441,0.9730373281,0.9954847587
ABC Weighted,AZ,noideo,1,1,11,9.1463144,0.0157389566,0.0057156441,0.0045152413,0.0269626719
ABC Weighted,AZ,demparty,0,1,363,310.2910536,0.5339481245,0.0238472651,0.4871196464,0.5807766026
ABC Weighted,AZ,demparty,1,1,266,270.8347887,0.4660518755,0.0238472651,0.4192233974,0.5128803536
ABC Weighted,FL,trumpind,0,1,406,396.1169928,0.5041086027,0.0198212823,0.4652030742,0.5430141312
ABC Weighted,FL,trumpind,1,1,420,389.660101,0.4958913973,0.0198212823,0.4569858688,0.5347969258
ABC Weighted,FL,male,0,1,365,413.0446796,0.5256512093,0.0196774447,0.4870280076,0.564274411
ABC Weighted,FL,male,1,1,461,372.7324142,0.4743487907,0.0196774447,0.435725589,0.5129719924
ABC Weighted,FL,age1,0,1,772,709.5686415,0.9030151771,0.0133560163,0.8767997757,0.9292305784
ABC Weighted,FL,age1,1,1,54,76.2084523,0.0969848229,0.0133560163,0.0707694216,0.1232002243
ABC Weighted,FL,age2,0,1,797,744.1547304,0.9470303172,0.0099421752,0.9275156575,0.966544977
ABC Weighted,FL,age2,1,1,29,41.6223634,0.0529696828,0.0099421752,0.033455023,0.0724843425
ABC Weighted,FL,age3,0,1,739,666.5508037,0.8482695779,0.0160126587,0.8168396765,0.8796994794
ABC Weighted,FL,age3,1,1,87,119.2262901,0.1517304221,0.0160126587,0.1203005206,0.1831603235
ABC Weighted,FL,age4,0,1,714,663.7522247,0.8447080348,0.0150324504,0.8152021018,0.8742139679
ABC Weighted,FL,age4,1,1,112,122.0248691,0.1552919652,0.0150324504,0.1257860321,0.1847978982
ABC Weighted,FL,age5,0,1,602,578.7554754,0.7365390006,0.0170244115,0.7031232146,0.7699547867
ABC Weighted,FL,age5,1,1,224,207.0216184,0.2634609994,0.0170244115,0.2300452133,0.2968767854
ABC Weighted,FL,age6,0,1,506,566.1035933,0.7204378923,0.0158802497,0.6892678854,0.7516078993
ABC Weighted,FL,age6,1,1,320,219.6735005,0.2795621077,0.0158802497,0.2483921007,0.3107321146
ABC Weighted,FL,hsless,0,1,620,529.3889478,0.6737138967,0.019747853,0.6349524963,0.7124752971
ABC Weighted,FL,hsless,1,1,206,256.388146,0.3262861033,0.019747853,0.2875247029,0.3650475037
ABC Weighted,FL,somecoll,0,1,586,514.2436969,0.6544396636,0.0192027316,0.6167482363,0.6921310908
ABC Weighted,FL,somecoll,1,1,240,271.5333969,0.3455603364,0.0192027316,0.3078689092,0.3832517637
ABC Weighted,FL,coll,0,1,596,623.7688639,0.7938241886,0.0140676028,0.7662120738,0.8214363034
ABC Weighted,FL,coll,1,1,230,162.0082299,0.2061758114,0.0140676028,0.1785636966,0.2337879262
ABC Weighted,FL,postcoll,0,1,677,691.1238071,0.8795418097,0.0107040958,0.85853164,0.9005519794
ABC Weighted,FL,postcoll,1,1,149,94.6532867,0.1204581903,0.0107040958,0.0994480206,0.14146836
ABC Weighted,FL,white,0,1,278,301.3062231,0.3834499955,0.0199294469,0.3443321599,0.4225678312
ABC Weighted,FL,white,1,1,548,484.4708707,0.6165500045,0.0199294469,0.5774321688,0.6556678401
ABC Weighted,FL,black,0,1,742,679.9748695,0.8653533869,0.015088401,0.8357376332,0.8949691406
ABC Weighted,FL,black,1,1,84,105.8022243,0.1346466131,0.015088401,0.1050308594,0.1642623668
ABC Weighted,FL,hisp,0,1,687,630.0126804,0.801770229,0.0169969322,0.7684083798,0.8351320781
ABC Weighted,FL,hisp,1,1,139,155.7644134,0.198229771,0.0169969322,0.1648679219,0.2315916202
ABC Weighted,FL,other,0,1,777,748.3545918,0.9523751681,0.0076883556,0.9372843413,0.9674659949
ABC Weighted,FL,other,1,1,49,37.422502,0.0476248319,0.0076883556,0.0325340051,0.0627156587
ABC Weighted,FL,lib,0,1,677,633.2254891,0.8058589314,0.0160806351,0.7742956047,0.837422258
ABC Weighted,FL,lib,1,1,149,152.5516047,0.1941410686,0.0160806351,0.162577742,0.2257043953
ABC Weighted,FL,noideo,0,1,793,751.6968329,0.9566285895,0.0085095607,0.9399258883,0.9733312907
ABC Weighted,FL,noideo,1,1,33,34.0802609,0.0433714105,0.0085095607,0.0266687093,0.0600741117
ABC Weighted,FL,demparty,0,1,488,451.3222928,0.5743642776,0.0197333528,0.5356313385,0.6130972166
ABC Weighted,FL,demparty,1,1,338,334.454801,0.4256357224,0.0197333528,0.3869027834,0.4643686615
ABC Weighted,MI,trumpind,0,1,433,439.9696946,0.5531907865,0.01970528,0.5145104069,0.5918711661
ABC Weighted,MI,trumpind,1,1,357,355.3611485,0.4468092135,0.01970528,0.4081288339,0.4854895931
ABC Weighted,MI,male,0,1,380,403.1883232,0.5069441563,0.0198566067,0.4679667308,0.5459215818
ABC Weighted,MI,male,1,1,410,392.1425199,0.4930558437,0.0198566067,0.4540784182,0.5320332692
ABC Weighted,MI,age1,0,1,725,681.6934881,0.8571193913,0.0166326038,0.8244705058,0.8897682767
ABC Weighted,MI,age1,1,1,65,113.637355,0.1428806087,0.0166326038,0.1102317233,0.1755294942
ABC Weighted,MI,age2,0,1,765,756.2199237,0.9508243397,0.0099649577,0.9312636763,0.970385003
ABC Weighted,MI,age2,1,1,25,39.1109194,0.0491756603,0.0099649577,0.029614997,0.0687363237
ABC Weighted,MI,age3,0,1,711,674.741813,0.8483787833,0.016071572,0.8168311726,0.8799263941
ABC Weighted,MI,age3,1,1,79,120.5890301,0.1516212167,0.016071572,0.1200736059,0.1831688274
ABC Weighted,MI,age4,0,1,675,660.3991607,0.830345216,0.0151723867,0.8005626563,0.8601277756
ABC Weighted,MI,age4,1,1,115,134.9316824,0.169654784,0.0151723867,0.1398722244,0.1994373437
ABC Weighted,MI,age5,0,1,559,588.9436387,0.7405014452,0.0162452301,0.7086129531,0.7723899372
ABC Weighted,MI,age5,1,1,231,206.3872044,0.2594985548,0.0162452301,0.2276100628,0.2913870469
ABC Weighted,MI,age6,0,1,515,614.6561913,0.7728308246,0.0139322264,0.7454826313,0.8001790179
ABC Weighted,MI,age6,1,1,275,180.6746518,0.2271691754,0.0139322264,0.1998209821,0.2545173687
ABC Weighted,MI,hsless,0,1,562,511.3082542,0.642887496,0.0197173745,0.6041833755,0.6815916164
ABC Weighted,MI,hsless,1,1,228,284.0225889,0.357112504,0.0197173745,0.3184083836,0.3958166245
ABC Weighted,MI,somecoll,0,1,548,515.0524619,0.6475952321,0.019433767,0.6094478176,0.6857426465
ABC Weighted,MI,somecoll,1,1,242,280.2783812,0.3524047679,0.019433767,0.3142573535,0.3905521824
ABC Weighted,MI,coll,0,1,615,650.5350034,0.8179426324,0.0137285359,0.7909942723,0.8448909924
ABC Weighted,MI,coll,1,1,175,144.7958397,0.1820573676,0.0137285359,0.1551090076,0.2090057277
ABC Weighted,MI,postcoll,0,1,645,709.0968098,0.8915746396,0.0096797735,0.8725737772,0.910575502
ABC Weighted,MI,postcoll,1,1,145,86.2340333,0.1084253604,0.0096797735,0.089424498,0.1274262228
ABC Weighted,MI,white,0,1,165,178.4180901,0.2243319138,0.0177393716,0.1895105042,0.2591533234
ABC Weighted,MI,white,1,1,625,616.912753,0.7756680862,0.0177393716,0.7408466766,0.8104894958
ABC Weighted,MI,black,0,1,706,690.7100126,0.8684562137,0.0150443853,0.8389249137,0.8979875136
ABC Weighted,MI,black,1,1,84,104.6208305,0.1315437863,0.0150443853,0.1020124864,0.1610750863
ABC Weighted,MI,hisp,0,1,764,759.0316411,0.9543596199,0.0097002134,0.9353186351,0.9734006046
ABC Weighted,MI,hisp,1,1,26,36.299202,0.0456403801,0.0097002134,0.0265993954,0.0646813649
ABC Weighted,MI,other,0,1,744,759.6541195,0.9551422859,0.0073592862,0.9406964123,0.9695881594
ABC Weighted,MI,other,1,1,46,35.6767236,0.0448577141,0.0073592862,0.0304118406,0.0593035877
ABC Weighted,MI,lib,0,1,612,602.3502318,0.7573580693,0.0176237131,0.7227636909,0.7919524478
ABC Weighted,MI,lib,1,1,178,192.9806113,0.2426419307,0.0176237131,0.2080475522,0.2772363091
ABC Weighted,MI,noideo,0,1,759,760.6448335,0.9563879486,0.0085715986,0.9395623725,0.9732135247
ABC Weighted,MI,noideo,1,1,31,34.6860096,0.0436120514,0.0085715986,0.0267864753,0.0604376275
ABC Weighted,MI,demparty,0,1,421,419.3923211,0.5273180649,0.0198820828,0.4882906312,0.5663454985
ABC Weighted,MI,demparty,1,1,369,375.938522,0.4726819351,0.0198820828,0.4336545015,0.5117093688
ABC Weighted,MN,trumpind,0,1,391,375.4320125,0.5892542756,0.0218238856,0.5464016615,0.6321068897
ABC Weighted,MN,trumpind,1,1,266,261.6987272,0.4107457244,0.0218238856,0.3678931103,0.4535983385
ABC Weighted,MN,male,0,1,292,324.0156327,0.5085543869,0.0221763569,0.4650096727,0.5520991011
ABC Weighted,MN,male,1,1,365,313.115107,0.4914456131,0.0221763569,0.4479008989,0.5349903273
ABC Weighted,MN,age1,0,1,614,561.2636356,0.8809238052,0.0174798776,0.8466009324,0.9152466779
ABC Weighted,MN,age1,1,1,43,75.8671041,0.1190761948,0.0174798776,0.0847533221,0.1533990676
ABC Weighted,MN,age2,0,1,633,602.8808791,0.946243591,0.0112510042,0.924151515,0.9683356671
ABC Weighted,MN,age2,1,1,24,34.2498606,0.053756409,0.0112510042,0.0316643329,0.075848485
ABC Weighted,MN,age3,0,1,583,534.2391938,0.8385079553,0.017983939,0.8031953253,0.8738205852
ABC Weighted,MN,age3,1,1,74,102.8915459,0.1614920447,0.017983939,0.1261794148,0.1968046747
ABC Weighted,MN,age4,0,1,567,530.8137274,0.8331315605,0.0169540982,0.7998410896,0.8664220313
ABC Weighted,MN,age4,1,1,90,106.3170123,0.1668684395,0.0169540982,0.1335779687,0.2001589104
ABC Weighted,MN,age5,0,1,474,458.3243767,0.7193568732,0.0193594817,0.6813432759,0.7573704704
ABC Weighted,MN,age5,1,1,183,178.806363,0.2806431268,0.0193594817,0.2426295296,0.3186567241
ABC Weighted,MN,age6,0,1,414,498.1318859,0.7818362149,0.0148954834,0.7525879675,0.8110844622
ABC Weighted,MN,age6,1,1,243,138.9988538,0.2181637851,0.0148954834,0.1889155378,0.2474120325
ABC Weighted,MN,hsless,0,1,511,459.5582021,0.7212934072,0.0209658977,0.6801255081,0.7624613064
ABC Weighted,MN,hsless,1,1,146,177.5725376,0.2787065928,0.0209658977,0.2375386936,0.3198744919
ABC Weighted,MN,somecoll,0,1,489,421.5441021,0.6616288869,0.0221577618,0.6181206853,0.7051370884
ABC Weighted,MN,somecoll,1,1,168,215.5866376,0.3383711131,0.0221577618,0.2948629116,0.3818793147
ABC Weighted,MN,coll,0,1,441,477.1267267,0.7488678492,0.017166565,0.715160186,0.7825755125
ABC Weighted,MN,coll,1,1,216,160.004013,0.2511321508,0.017166565,0.2174244875,0.284839814
ABC Weighted,MN,postcoll,0,1,530,553.1631882,0.8682098567,0.0126181496,0.8434333019,0.8929864114
ABC Weighted,MN,postcoll,1,1,127,83.9675515,0.1317901433,0.0126181496,0.1070135886,0.1565666981
ABC Weighted,MN,white,0,1,88,95.2949098,0.1495688465,0.016699988,0.1167773375,0.1823603555
ABC Weighted,MN,white,1,1,569,541.8358299,0.8504311535,0.016699988,0.8176396445,0.8832226625
ABC Weighted,MN,black,0,1,638,612.411423,0.9612021283,0.0096086694,0.9423348831,0.9800693735
ABC Weighted,MN,black,1,1,19,24.7193167,0.0387978717,0.0096086694,0.0199306265,0.0576651169
ABC Weighted,MN,hisp,0,1,635,610.4360204,0.9581016617,0.0096052645,0.9392411022,0.9769622212
ABC Weighted,MN,hisp,1,1,22,26.6947193,0.0418983383,0.0096052645,0.0230377788,0.0607588978
ABC Weighted,MN,other,0,1,618,595.3306422,0.9343932181,0.0113920072,0.9120242735,0.9567621627
ABC Weighted,MN,other,1,1,39,41.8000975,0.0656067819,0.0113920072,0.0432378373,0.0879757265
ABC Weighted,MN,lib,0,1,502,476.0533163,0.7471830923,0.0199117206,0.7080851381,0.7862810465
ABC Weighted,MN,lib,1,1,155,161.0774234,0.2528169077,0.0199117206,0.2137189535,0.2919148619
ABC Weighted,MN,noideo,0,1,633,611.5341232,0.9598251742,0.0088815113,0.9423857509,0.9772645974
ABC Weighted,MN,noideo,1,1,24,25.5966165,0.0401748258,0.0088815113,0.0227354026,0.0576142491
ABC Weighted,MN,demparty,0,1,316,306.0385022,0.480338623,0.0221872136,0.4367725908,0.5239046552
ABC Weighted,MN,demparty,1,1,341,331.0922375,0.519661377,0.0221872136,0.4760953448,0.5632274092
ABC Weighted,NC,trumpind,0,1,327,321.6943156,0.5319457788,0.0233461588,0.4861022574,0.5777893002
ABC Weighted,NC,trumpind,1,1,307,283.0558834,0.4680542212,0.0233461588,0.4222106998,0.5138977426
ABC Weighted,NC,male,0,1,293,315.3986095,0.5215353546,0.0233906796,0.4756044103,0.567466299
ABC Weighted,NC,male,1,1,341,289.3515895,0.4784646454,0.0233906796,0.432533701,0.5243955897
ABC Weighted,NC,age1,0,1,597,547.8966655,0.9059884005,0.0154417382,0.8756663393,0.9363104618
ABC Weighted,NC,age1,1,1,37,56.8535335,0.0940115995,0.0154417382,0.0636895382,0.1243336607
ABC Weighted,NC,age2,0,1,604,559.054032,0.9244379463,0.013804017,0.897331785,0.9515441077
ABC Weighted,NC,age2,1,1,30,45.696167,0.0755620537,0.013804017,0.0484558923,0.102668215
ABC Weighted,NC,age3,0,1,572,514.7935739,0.8512499454,0.0178578745,0.816183455,0.8863164358
ABC Weighted,NC,age3,1,1,62,89.9566251,0.1487500546,0.0178578745,0.1136835642,0.183816545
ABC Weighted,NC,age4,0,1,557,504.3998543,0.8340631473,0.0192155801,0.7963306079,0.8717956867
ABC Weighted,NC,age4,1,1,77,100.3503447,0.1659368527,0.0192155801,0.1282043133,0.2036693921
ABC Weighted,NC,age5,0,1,443,432.9736026,0.7159544607,0.0205711643,0.6755600379,0.7563488836
ABC Weighted,NC,age5,1,1,191,171.7765964,0.2840455393,0.0205711643,0.2436511164,0.3244399621
ABC Weighted,NC,age6,0,1,397,464.6332667,0.7683060997,0.0170784002,0.7347702187,0.8018419807
ABC Weighted,NC,age6,1,1,237,140.1169323,0.2316939003,0.0170784002,0.1981580193,0.2652297813
ABC Weighted,NC,hsless,0,1,472,414.2826648,0.6850475874,0.0237445871,0.638421695,0.7316734797
ABC Weighted,NC,hsless,1,1,162,190.4675342,0.3149524126,0.0237445871,0.2683265203,0.361578305
ABC Weighted,NC,somecoll,0,1,427,388.2660048,0.6420270807,0.0224141262,0.5980137386,0.6860404227
ABC Weighted,NC,somecoll,1,1,207,216.4841942,0.3579729193,0.0224141262,0.3139595773,0.4019862614
ABC Weighted,NC,coll,0,1,470,475.1108856,0.7856316317,0.01729342,0.7516735285,0.8195897348
ABC Weighted,NC,coll,1,1,164,129.6393134,0.2143683683,0.01729342,0.1804102652,0.2483264715
ABC Weighted,NC,postcoll,0,1,534,536.9803811,0.8879375021,0.0125457576,0.863302113,0.9125728912
ABC Weighted,NC,postcoll,1,1,100,67.7698179,0.1120624979,0.0125457576,0.0874271088,0.136697887
ABC Weighted,NC,white,0,1,169,171.6911627,0.2839042682,0.0226338282,0.2394595099,0.3283490266
ABC Weighted,NC,white,1,1,465,433.0590363,0.7160957318,0.0226338282,0.6716509734,0.7605404901
ABC Weighted,NC,black,0,1,515,485.6408229,0.8030436761,0.0202451508,0.7632894273,0.8427979248
ABC Weighted,NC,black,1,1,119,119.1093761,0.1969563239,0.0202451508,0.1572020752,0.2367105727
ABC Weighted,NC,hisp,0,1,616,577.4445135,0.9548479925,0.0112538262,0.9327494954,0.9769464896
ABC Weighted,NC,hisp,1,1,18,27.3056855,0.0451520075,0.0112538262,0.0230535104,0.0672505046
ABC Weighted,NC,other,0,1,608,581.1566361,0.9609862668,0.0098806355,0.941584226,0.9803883076
ABC Weighted,NC,other,1,1,26,23.5935629,0.0390137332,0.0098806355,0.0196116924,0.058415774
ABC Weighted,NC,lib,0,1,499,473.2074487,0.7824841554,0.0191098947,0.7449591444,0.8200091664
ABC Weighted,NC,lib,1,1,135,131.5427503,0.2175158446,0.0191098947,0.1799908336,0.2550408556
ABC Weighted,NC,noideo,0,1,624,586.7325049,0.9702063858,0.0120717197,0.9465018379,0.9939109338
ABC Weighted,NC,noideo,1,1,10,18.0176941,0.0297936142,0.0120717197,0.0060890662,0.0534981621
ABC Weighted,NC,demparty,0,1,336,312.6127794,0.5169287748,0.023582945,0.4706202898,0.5632372597
ABC Weighted,NC,demparty,1,1,298,292.1374196,0.4830712252,0.023582945,0.4367627403,0.5293797102
ABC Weighted,PA,trumpind,0,1,452,437.1654399,0.543916568,0.0196253511,0.5053940248,0.5824391112
ABC Weighted,PA,trumpind,1,1,351,366.5707682,0.456083432,0.0196253511,0.4175608888,0.4946059752
ABC Weighted,PA,male,0,1,402,412.3241725,0.5130093286,0.0196231859,0.4744910355,0.5515276217
ABC Weighted,PA,male,1,1,401,391.4120356,0.4869906714,0.0196231859,0.4484723783,0.5255089645
ABC Weighted,PA,age1,0,1,762,733.7296819,0.9128986283,0.0133918503,0.8866118053,0.9391854513
ABC Weighted,PA,age1,1,1,41,70.0065262,0.0871013717,0.0133918503,0.0608145487,0.1133881947
ABC Weighted,PA,age2,0,1,775,764.2327865,0.950850265,0.0096282335,0.9319510343,0.9697494958
ABC Weighted,PA,age2,1,1,28,39.5034216,0.049149735,0.0096282335,0.0302505042,0.0680489657
ABC Weighted,PA,age3,0,1,694,638.2123933,0.7940570387,0.0177602461,0.7591955045,0.8289185729
ABC Weighted,PA,age3,1,1,109,165.5238148,0.2059429613,0.0177602461,0.1710814271,0.2408044955
ABC Weighted,PA,age4,0,1,700,682.8336976,0.8495743886,0.0143457139,0.8214152295,0.8777335478
ABC Weighted,PA,age4,1,1,103,120.9025105,0.1504256114,0.0143457139,0.1222664522,0.1785847705
ABC Weighted,PA,age5,0,1,572,581.0837691,0.722978215,0.0168643174,0.6898752967,0.7560811334
ABC Weighted,PA,age5,1,1,231,222.652439,0.277021785,0.0168643174,0.2439188666,0.3101247033
ABC Weighted,PA,age6,0,1,512,618.5887121,0.7696414643,0.0137973766,0.7425586348,0.7967242938
ABC Weighted,PA,age6,1,1,291,185.147496,0.2303585357,0.0137973766,0.2032757062,0.2574413652
ABC Weighted,PA,hsless,0,1,547,478.7660741,0.5956756325,0.0199697675,0.5564770354,0.6348742296
ABC Weighted,PA,hsless,1,1,256,324.970134,0.4043243675,0.0199697675,0.3651257704,0.4435229646
ABC Weighted,PA,somecoll,0,1,598,583.9837804,0.7265863781,0.0176020359,0.6920353942,0.761137362
ABC Weighted,PA,somecoll,1,1,205,219.7524277,0.2734136219,0.0176020359,0.238862638,0.3079646058
ABC Weighted,PA,coll,0,1,596,644.7071118,0.802137698,0.013808042,0.7750339336,0.8292414625
ABC Weighted,PA,coll,1,1,207,159.0290963,0.197862302,0.013808042,0.1707585375,0.2249660664
ABC Weighted,PA,postcoll,0,1,671,706.544724,0.8790753942,0.0109804166,0.8575219673,0.9006288212
ABC Weighted,PA,postcoll,1,1,132,97.1914841,0.1209246058,0.0109804166,0.0993711788,0.1424780327
ABC Weighted,PA,white,0,1,143,161.0802953,0.2004143818,0.0168642903,0.1673115167,0.2335172469
ABC Weighted,PA,white,1,1,660,642.6559128,0.7995856182,0.0168642903,0.7664827531,0.8326884833
ABC Weighted,PA,black,0,1,735,727.7142247,0.9054142608,0.0120460014,0.8817692005,0.9290593211
ABC Weighted,PA,black,1,1,68,76.0219834,0.0945857392,0.0120460014,0.0709406789,0.1182307995
ABC Weighted,PA,hisp,0,1,768,755.1807733,0.939587847,0.0111185654,0.917763248,0.9614124459
ABC Weighted,PA,hisp,1,1,35,48.5554348,0.060412153,0.0111185654,0.0385875541,0.082236752
ABC Weighted,PA,other,0,1,776,769.8984333,0.9578994022,0.00840619,0.9413989168,0.9743998876
ABC Weighted,PA,other,1,1,27,33.8377748,0.0421005978,0.00840619,0.0256001124,0.0586010832
ABC Weighted,PA,lib,0,1,640,648.4612285,0.8068085299,0.015138647,0.7770929248,0.836524135
ABC Weighted,PA,lib,1,1,163,155.2749796,0.1931914701,0.015138647,0.163475865,0.2229070752
ABC Weighted,PA,noideo,0,1,762,757.7910466,0.9428355211,0.0099024322,0.9233980664,0.9622729758
ABC Weighted,PA,noideo,1,1,41,45.9451615,0.0571644789,0.0099024322,0.0377270242,0.0766019336
ABC Weighted,PA,demparty,0,1,415,435.0388961,0.5412707449,0.0195037294,0.5029869327,0.5795545572
ABC Weighted,PA,demparty,1,1,388,368.697312,0.4587292551,0.0195037294,0.4204454428,0.4970130673
ABC Weighted,WI,trumpind,0,1,507,490.750473,0.6035858436,0.0195197254,0.5652722158,0.6418994713
ABC Weighted,WI,trumpind,1,1,320,322.3078156,0.3964141564,0.0195197254,0.3581005287,0.4347277842
ABC Weighted,WI,male,0,1,389,421.1572714,0.5179914863,0.0198756648,0.4789792151,0.5570037576
ABC Weighted,WI,male,1,1,438,391.9010172,0.4820085137,0.0198756648,0.4429962424,0.5210207849
ABC Weighted,WI,age1,0,1,778,721.6083929,0.8875235675,0.0154417615,0.8572142322,0.9178329028
ABC Weighted,WI,age1,1,1,49,91.4498957,0.1124764325,0.0154417615,0.0821670972,0.1427857678
ABC Weighted,WI,age2,0,1,804,779.6257979,0.9588805733,0.0091269895,0.940965973,0.9767951736
ABC Weighted,WI,age2,1,1,23,33.4324907,0.0411194267,0.0091269895,0.0232048264,0.059034027
ABC Weighted,WI,age3,0,1,733,665.5863747,0.8186207361,0.0174990589,0.7842733047,0.8529681675
ABC Weighted,WI,age3,1,1,94,147.4719139,0.1813792639,0.0174990589,0.1470318325,0.2157266953
ABC Weighted,WI,age4,0,1,718,681.4464588,0.8381274361,0.0149868378,0.8087110322,0.86754384
ABC Weighted,WI,age4,1,1,109,131.6118298,0.1618725639,0.0149868378,0.13245616,0.1912889678
ABC Weighted,WI,age5,0,1,576,584.1590797,0.718471342,0.0169423281,0.6852166706,0.7517260133
ABC Weighted,WI,age5,1,1,251,228.8992089,0.281528658,0.0169423281,0.2482739867,0.3147833294
ABC Weighted,WI,age6,0,1,526,632.865339,0.7783763451,0.0134771725,0.7519231363,0.8048295538
ABC Weighted,WI,age6,1,1,301,180.1929496,0.2216236549,0.0134771725,0.1951704462,0.2480768637
ABC Weighted,WI,hsless,0,1,587,521.2731186,0.6411263816,0.0197863187,0.6022894803,0.6799632829
ABC Weighted,WI,hsless,1,1,240,291.78517,0.3588736184,0.0197863187,0.3200367171,0.3977105197
ABC Weighted,WI,somecoll,0,1,609,545.5826252,0.6710252301,0.0195249508,0.6327013458,0.7093491144
ABC Weighted,WI,somecoll,1,1,218,267.4756634,0.3289747699,0.0195249508,0.2906508856,0.3672986542
ABC Weighted,WI,coll,0,1,599,645.0140432,0.7933183294,0.0141473047,0.7655497745,0.8210868843
ABC Weighted,WI,coll,1,1,228,168.0442454,0.2066816706,0.0141473047,0.1789131157,0.2344502255
ABC Weighted,WI,postcoll,0,1,686,727.3050788,0.8945300589,0.0096523824,0.875584209,0.9134759088
ABC Weighted,WI,postcoll,1,1,141,85.7532098,0.1054699411,0.0096523824,0.0865240912,0.124415791
ABC Weighted,WI,white,0,1,107,107.203573,0.1318522602,0.014122818,0.1041317681,0.1595727522
ABC Weighted,WI,white,1,1,720,705.8547156,0.8681477398,0.014122818,0.8404272478,0.8958682319
ABC Weighted,WI,black,0,1,796,777.4825738,0.9562445703,0.0088464074,0.9388807011,0.9736084395
ABC Weighted,WI,black,1,1,31,35.5757148,0.0437554297,0.0088464074,0.0263915605,0.0611192989
ABC Weighted,WI,hisp,0,1,798,778.5134293,0.9575124443,0.0087844569,0.9402701725,0.9747547162
ABC Weighted,WI,hisp,1,1,29,34.5448593,0.0424875557,0.0087844569,0.0252452838,0.0597298275
ABC Weighted,WI,other,0,1,794,778.7628829,0.9578192533,0.0081156848,0.9418896579,0.9737488488
ABC Weighted,WI,other,1,1,33,34.2954057,0.0421807467,0.0081156848,0.0262511512,0.0581103421
ABC Weighted,WI,lib,0,1,624,599.8164285,0.7377286929,0.0178413503,0.7027094066,0.7727479792
ABC Weighted,WI,lib,1,1,203,213.2418601,0.2622713071,0.0178413503,0.2272520208,0.2972905934
ABC Weighted,WI,noideo,0,1,806,788.9927372,0.9704011979,0.0076234897,0.9554376909,0.9853647049
ABC Weighted,WI,noideo,1,1,21,24.0655514,0.0295988021,0.0076234897,0.0146352951,0.0445623091
ABC Weighted,WI,demparty,0,1,406,403.1334246,0.4958235224,0.0199516735,0.45666206,0.5349849848
ABC Weighted,WI,demparty,1,1,421,409.924864,0.5041764776,0.0199516735,0.4650150152,0.54333794
